DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5
77,BOT,Alfa Romeo,16.0,20.0,Retired,2023,Japanese,16,Race,False,13.666666666666666,13.0,0.2,122.755,89.80919408818643,93.56970996252724,54.5775,184.8958666666667,120.20782
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Qatar,17,Race,True,2.3333333333333335,1.8,0.0,87.23804255319149,94.3518290332571,94.3556518390208,28.687,25.97883333333333,106.21746666666668
81,PIA,McLaren,6.0,2.0,Finished,2023,Qatar,17,Race,True,7.333333333333333,10.2,0.2,87.12972727272728,95.14999658210006,89.9756222580158,28.072666666666667,26.989,121.85936
4,NOR,McLaren,10.0,3.0,Finished,2023,Qatar,17,Race,True,4.0,5.2,0.0,87.37713333333333,94.7347256909336,95.15951267374587,27.838333333333335,25.512833333333333,105.7384
63,RUS,Mercedes,2.0,4.0,Finished,2023,Qatar,17,Race,True,9.333333333333334,10.2,0.2,87.78911363636364,94.93609878986689,95.3601413724015,31.19075,26.023666666666667,94.47002857142857
16,LEC,Ferrari,5.0,5.0,Finished,2023,Qatar,17,Race,True,4.0,6.8,0.2,87.8400652173913,94.83804505164905,95.42328754380995,27.864,26.575166666666664,26.574599999999997
14,ALO,Aston Martin,4.0,6.0,Finished,2023,Qatar,17,Race,True,10.666666666666666,7.8,0.0,87.84043181818181,95.40941950917482,95.28777497594515,28.411333333333335,30.17416666666669,124.47444
31,OCO,Alpine,8.0,7.0,Finished,2023,Qatar,17,Race,True,15.333333333333334,12.8,0.4,88.20021739130435,95.93860264550263,95.8230079346649,29.015666666666664,26.4375,105.60989999999997
77,BOT,Alfa Romeo,9.0,8.0,Finished,2023,Qatar,17,Race,True,15.666666666666666,14.6,0.4,88.73269565217392,103.73546309403439,101.12713183752723,29.447666666666667,36.57783333333333,126.57332000000001
24,ZHO,Alfa Romeo,19.0,9.0,Finished,2023,Qatar,17,Race,True,13.0,14.0,0.2,88.4596,95.81838986722572,95.86293744597646,28.869333333333334,28.397055555555553,26.139683333333334
11,PER,Red Bull Racing,20.0,10.0,Finished,2023,Qatar,17,Race,True,9.666666666666666,7.0,0.2,88.45746341463415,95.62777663817663,95.39317280551808,31.39033333333333,-103.47613333333334,28.743953333333344
18,STR,Aston Martin,16.0,11.0,Finished,2023,Qatar,17,Race,True,,,0.4,88.89934782608695,89.00927260359516,93.04905159932318,28.515500000000003,137.56933333333333,92.04299999999999
10,GAS,Alpine,7.0,12.0,Finished,2023,Qatar,17,Race,True,10.333333333333334,9.0,0.0,88.335725,95.43695555555554,95.60364291455744,31.12966666666667,27.432,123.0898
23,ALB,Williams,13.0,13.0,Finished,2023,Qatar,17,Race,True,11.333333333333334,11.2,0.2,88.51890697674419,96.09866085858586,96.29621727538544,29.023000000000003,35.1115,152.06126666666665
20,MAG,Haas F1 Team,18.0,14.0,Lapped,2023,Qatar,17,Race,True,14.333333333333334,14.8,0.0,89.24793617021277,95.7601897707231,96.03429078551078,29.333,26.892999999999983,104.89349999999999
22,TSU,AlphaTauri,11.0,15.0,Lapped,2023,Qatar,17,Race,True,17.0,15.2,0.4,89.04544444444444,97.34100058856767,94.13136940075965,27.713000000000005,183.3341,120.42376000000002
27,HUL,Haas F1 Team,14.0,16.0,Lapped,2023,Qatar,17,Race,True,14.666666666666666,14.8,0.0,88.80595454545454,95.79183417190775,96.39218471367096,32.239,28.049999999999983,122.09043999999999
40,LAW,AlphaTauri,17.0,17.0,Lapped,2023,Qatar,17,Race,True,10.333333333333334,,,89.73228888888889,95.72994545454547,,28.729,26.658666666666665,
2,SAR,Williams,15.0,18.0,Retired,2023,Qatar,17,Race,False,14.666666666666666,16.2,0.4,89.68993103448275,96.04222244180939,98.85408994860212,29.351,36.38322222222222,31.160933333333332
44,HAM,Mercedes,3.0,19.0,Retired,2023,Qatar,17,Race,False,4.666666666666667,4.8,0.0,,,,,,
55,SAI,Ferrari,12.0,20.0,Did not start,2023,Qatar,17,Race,False,3.3333333333333335,6.8,0.2,,,,,,
1,VER,Red Bull Racing,6.0,1.0,Finished,2023,United States,18,Race,True,2.3333333333333335,1.8,0.0,101.34529411764706,94.70389182876538,89.49138140229067,24.375,27.4475,107.36426666666667
4,NOR,McLaren,2.0,2.0,Finished,2023,United States,18,Race,True,2.3333333333333335,4.4,0.0,101.60342857142858,94.8572411498708,90.01281302462306,23.7575,26.891277777777777,106.43266666666666
55,SAI,Ferrari,4.0,3.0,Finished,2023,United States,18,Race,True,9.0,7.0,0.2,101.68036000000001,94.76046335313623,95.63664271776409,23.726,25.939833333333336,121.12537999999998
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,United States,18,Race,True,12.333333333333334,8.6,0.2,101.66074,96.36847925786951,90.67385496212913,24.0155,-100.96035555555557,30.384620000000005
63,RUS,Mercedes,5.0,5.0,Finished,2023,United States,18,Race,True,9.0,9.8,0.2,101.7326,95.3668529807115,90.27613483138154,24.241999999999997,28.373583333333332,95.94257857142858
10,GAS,Alpine,7.0,6.0,Finished,2023,United States,18,Race,True,9.333333333333334,9.2,0.0,102.1734,95.86194537037038,90.53908059748429,24.413,29.13405555555556,124.18453333333332
18,STR,Aston Martin,20.0,7.0,Finished,2023,United States,18,Race,True,,,0.4,102.0943,92.14986653304554,93.8799306883501,24.1795,25.864500000000003,93.31030000000001
22,TSU,AlphaTauri,11.0,8.0,Finished,2023,United States,18,Race,True,15.333333333333334,16.2,0.4,102.23833333333333,89.2221397277068,93.26293924202949,23.999666666666666,185.0096,120.27426
23,ALB,Williams,15.0,9.0,Finished,2023,United States,18,Race,True,13.333333333333334,11.0,0.2,102.85095555555554,96.6080326286117,91.33663755962317,24.39,36.6715,153.0544
2,SAR,Williams,16.0,10.0,Finished,2023,United States,18,Race,True,16.333333333333332,16.4,0.6,102.82212,96.7939820619993,94.06495044121297,,37.93255555555555,32.41093333333333
27,HUL,Haas F1 Team,18.0,11.0,Finished,2023,United States,18,Race,True,14.333333333333334,14.4,0.0,102.75222448979592,96.28739679817038,91.35570193855135,25.523000000000003,30.395333333333312,123.57104
77,BOT,Alfa Romeo,13.0,12.0,Finished,2023,United States,18,Race,True,15.0,13.8,0.4,103.02115686274509,104.21033265925178,96.18305558334664,24.921,38.17505555555555,127.74255333333333
24,ZHO,Alfa Romeo,12.0,13.0,Lapped,2023,United States,18,Race,True,11.333333333333334,13.2,0.2,103.12206,96.27326394129979,90.8224830870021,25.203000000000003,29.634833333333333,27.06825
20,MAG,Haas F1 Team,17.0,14.0,Lapped,2023,United States,18,Race,True,13.0,14.6,0.0,103.12243478260869,96.3605166422755,91.12246776314308,24.75,28.425833333333316,106.04619999999997
3,RIC,AlphaTauri,14.0,15.0,Lapped,2023,United States,18,Race,True,,,,103.24512,,,25.421,,
14,ALO,Aston Martin,19.0,16.0,Retired,2023,United States,18,Race,False,9.666666666666666,8.0,0.0,102.44021951219513,95.70444288119286,90.30499467291483,25.0075,31.368611111111132,125.46300666666666
81,PIA,McLaren,10.0,17.0,Retired,2023,United States,18,Race,False,4.0,6.6,0.0,103.138125,95.26098900634251,90.52586126094835,,27.023722222222222,123.15989333333332
31,OCO,Alpine,8.0,18.0,Retired,2023,United States,18,Race,False,11.333333333333334,12.6,0.4,107.073,96.08304653784218,90.82666166933605,,28.031055555555554,106.77093333333332
44,HAM,Mercedes,3.0,19.0,Disqualified,2023,United States,18,Race,False,9.0,7.8,0.2,101.32783333333333,94.7897517881886,95.05628314838485,24.788,26.9555,121.25055333333333
16,LEC,Ferrari,1.0,20.0,Disqualified,2023,United States,18,Race,False,4.333333333333333,7.2,0.2,102.16230612244898,95.32801714538941,90.50461340780102,23.984,27.899833333333333,27.5084
1,VER,Red Bull Racing,3.0,1.0,Finished,2023,Mexico City,19,Race,True,1.0,1.8,0.0,82.71101587301587,95.26668798118861,94.32776475412197,417.98199999999997,25.68216666666667,26.1997
44,HAM,Mercedes,6.0,2.0,Finished,2023,Mexico City,19,Race,True,14.333333333333334,10.4,0.4,83.15098412698413,99.6276817398794,92.84954981505152,617.52,27.14016666666667,121.58842
16,LEC,Ferrari,1.0,3.0,Finished,2023,Mexico City,19,Race,True,9.666666666666666,7.4,0.2,83.27585714285713,96.07046486521809,94.90330129895749,616.3405,24.930833333333336,26.3147
55,SAI,Ferrari,2.0,4.0,Finished,2023,Mexico City,19,Race,True,9.666666666666666,6.6,0.2,83.42325806451613,99.86349824675325,92.79095001188173,618.755,25.457833333333337,121.22357999999997
4,NOR,McLaren,17.0,5.0,Finished,2023,Mexico City,19,Race,True,2.3333333333333335,3.4,0.0,84.30777777777779,95.50200900701365,94.63694779551254,424.14366666666666,24.987444444444446,25.626866666666665
63,RUS,Mercedes,8.0,6.0,Finished,2023,Mexico City,19,Race,True,5.333333333333333,7.4,0.2,84.58712698412698,96.1366332276251,94.86600200119287,620.2155,26.451583333333332,26.70075
3,RIC,AlphaTauri,4.0,7.0,Finished,2023,Mexico City,19,Race,True,14.666666666666666,,,83.69622222222222,100.59740549707602,,619.7315,23.530833333333334,
81,PIA,McLaren,7.0,8.0,Finished,2023,Mexico City,19,Race,True,7.333333333333333,8.2,0.2,84.6925625,96.1247337033122,95.1435684038055,621.4345,,
23,ALB,Williams,14.0,9.0,Finished,2023,Mexico City,19,Race,True,12.666666666666666,11.2,0.2,84.91306153846153,97.28645417743324,95.93316902161146,625.817,34.817166666666665,31.7495
31,OCO,Alpine,15.0,10.0,Finished,2023,Mexico City,19,Race,True,11.333333333333334,14.2,0.6,85.1604375,98.1615465378422,96.61780506556245,1226.431,,
10,GAS,Alpine,11.0,11.0,Finished,2023,Mexico City,19,Race,True,9.333333333333334,9.8,0.0,85.060953125,96.43170833333333,95.36399833333333,624.1135,26.672722222222223,27.56773333333333
22,TSU,AlphaTauri,18.0,12.0,Finished,2023,Mexico City,19,Race,True,11.666666666666666,14.8,0.4,84.92465,96.87540560072267,96.66135590869615,624.0514999999999,24.914555555555555,120.34299333333334
27,HUL,Haas F1 Team,12.0,13.0,Finished,2023,Mexico City,19,Race,True,13.666666666666666,14.2,0.0,85.34803125,96.79389301175014,95.78673631019475,621.4345,27.074999999999978,28.3824
24,ZHO,Alfa Romeo,10.0,14.0,Finished,2023,Mexico City,19,Race,True,11.666666666666666,12.2,0.0,85.2969193548387,96.95449777777777,95.80736592033543,626.231,27.921333333333337,27.8527
77,BOT,Alfa Romeo,9.0,15.0,Finished,2023,Mexico City,19,Race,True,13.333333333333334,13.4,0.4,85.21249206349206,104.83628417163966,100.59204835940443,626.5435,36.31538888888889,32.820433333333334
2,SAR,Williams,19.0,16.0,Retired,2023,Mexico City,19,Race,False,15.0,14.4,0.4,85.11713559322034,97.65829478927203,96.12774367198219,625.8325,,
18,STR,Aston Martin,0.0,17.0,Collision damage,2023,Mexico City,19,Race,False,12.0,,0.4,85.09423214285714,96.96793816425121,91.60429312737449,626.1529999999999,25.362000000000005,93.0806
14,ALO,Aston Martin,13.0,18.0,Withdrew,2023,Mexico City,19,Race,False,10.0,10.8,0.2,85.86264864864866,96.34147901488755,95.30178197158028,626.3565,25.8322777777778,28.78826666666667
20,MAG,Haas F1 Team,16.0,19.0,Accident,2023,Mexico City,19,Race,False,14.333333333333334,14.2,0.0,84.98944,97.23332206363891,95.93018805299815,,25.944166666666646,26.95239999999999
11,PER,Red Bull Racing,5.0,20.0,Collision damage,2023,Mexico City,19,Race,False,11.0,8.6,0.2,,,,,-102.61652222222223,-51.004513333333335
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,São Paulo,20,Race,True,1.0,1.8,0.0,76.200296875,90.43145084795147,93.63359709539182,366.95675000000006,157.01466666666667,104.9399
4,NOR,McLaren,6.0,2.0,Finished,2023,São Paulo,20,Race,True,3.3333333333333335,2.8,0.0,76.2508125,91.09611322751323,94.09658595976376,367.91,158.57983333333334,105.715
14,ALO,Aston Martin,4.0,3.0,Finished,2023,São Paulo,20,Race,True,13.333333333333334,12.6,0.4,76.49890625,92.04776665967519,95.08323936088448,368.73350000000005,226.5917777777778,149.09396666666666
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,São Paulo,20,Race,True,11.333333333333334,12.2,0.4,76.362875,96.80562336043361,95.40030666583282,369.87474999999995,,
18,STR,Aston Martin,3.0,5.0,Finished,2023,São Paulo,20,Race,True,11.666666666666666,,0.6,76.581609375,92.02929332298136,92.72762634839874,369.43699999999995,226.28266666666664,145.5852
55,SAI,Ferrari,7.0,6.0,Finished,2023,São Paulo,20,Race,True,9.0,6.8,0.2,76.56246875,94.46880450635388,93.87700162478498,371.031,221.8658333333333,144.06009999999998
10,GAS,Alpine,15.0,7.0,Finished,2023,São Paulo,20,Race,True,9.666666666666666,9.0,0.0,76.11475,91.85669270833334,94.96403784722222,371.57725,226.5520555555556,147.18573333333333
44,HAM,Mercedes,5.0,8.0,Finished,2023,São Paulo,20,Race,True,13.333333333333334,9.6,0.4,76.936375,94.23219496739266,93.76961456497665,368.144,221.95166666666668,144.63490000000002
22,TSU,AlphaTauri,16.0,9.0,Finished,2023,São Paulo,20,Race,True,11.666666666666666,13.2,0.2,76.27509375,92.06947592592593,90.96588050329075,371.812,225.2547222222222,240.61599333333334
31,OCO,Alpine,14.0,10.0,Lapped,2023,São Paulo,20,Race,True,11.666666666666666,12.4,0.4,76.27455737704918,93.47788496376812,96.09651542270531,301.7622,,
2,SAR,Williams,19.0,11.0,Lapped,2023,São Paulo,20,Race,True,14.666666666666666,15.0,0.6,76.7780634920635,92.54306220923438,95.66424035584365,374.3195,,
27,HUL,Haas F1 Team,11.0,12.0,Lapped,2023,São Paulo,20,Race,True,13.333333333333334,13.4,0.0,76.81331746031745,92.3020700950835,95.3924892268614,375.93300000000005,226.3988333333333,147.62869999999998
3,RIC,AlphaTauri,17.0,13.0,Lapped,2023,São Paulo,20,Race,True,12.666666666666666,,,76.13484126984127,100.15703512670565,,414.292,222.74616666666665,
81,PIA,McLaren,10.0,14.0,Lapped,2023,São Paulo,20,Race,True,9.0,7.4,0.2,76.2728870967742,91.65347159090909,94.7227309038055,417.39349999999996,,
63,RUS,Mercedes,8.0,15.0,Retired,2023,São Paulo,20,Race,False,5.0,7.6,0.2,77.39532653061225,91.36961354016354,94.48405718525231,369.8085,225.21608333333333,145.91565
77,BOT,Alfa Romeo,18.0,16.0,Retired,2023,São Paulo,20,Race,False,11.666666666666666,14.4,0.4,77.17848484848484,92.32211485947035,100.1729293807985,487.72333333333336,226.9707222222222,153.1979333333333
24,ZHO,Alfa Romeo,20.0,17.0,Retired,2023,São Paulo,20,Race,False,12.0,12.2,0.0,77.4048125,92.29285978494624,95.44775423574762,488.432,226.76777777777775,148.0677
20,MAG,Haas F1 Team,12.0,18.0,Retired,2023,São Paulo,20,Race,False,15.666666666666666,14.4,0.2,,,,,,
23,ALB,Williams,13.0,19.0,Retired,2023,São Paulo,20,Race,False,10.333333333333334,11.6,0.2,,,,,,
16,LEC,Ferrari,2.0,20.0,Did not start,2023,São Paulo,20,Race,False,9.333333333333334,7.2,0.2,,,,,,
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Las Vegas,21,Race,True,1.0,1.0,0.0,97.676,86.75220228855432,88.94227533831634,24.0075,269.77125,172.39704999999998
16,LEC,Ferrari,1.0,2.0,Finished,2023,Las Vegas,21,Race,True,14.333333333333334,10.4,0.4,97.78178947368421,91.0927428275658,94.28444294029487,22.656,222.7295,144.8048
11,PER,Red Bull Racing,11.0,3.0,Finished,2023,Las Vegas,21,Race,True,9.333333333333334,11.4,0.4,97.93139024390244,88.82702613821137,93.42581055472172,27.616500000000002,,
31,OCO,Alpine,16.0,4.0,Finished,2023,Las Vegas,21,Race,True,12.666666666666666,10.8,0.2,98.32889189189189,89.50266495901639,91.18392689811515,21.828,,
18,STR,Aston Martin,19.0,5.0,Finished,2023,Las Vegas,21,Race,True,9.666666666666666,11.6,0.4,98.5752,87.92338050595238,90.51593120212215,22.429000000000002,339.92316666666665,214.3352
55,SAI,Ferrari,12.0,6.0,Finished,2023,Las Vegas,21,Race,True,4.333333333333333,7.8,0.2,98.70960975609756,87.22202893817204,91.91524431095517,21.8825,337.83733333333333,213.2319
44,HAM,Mercedes,10.0,7.0,Finished,2023,Las Vegas,21,Race,True,9.666666666666666,10.6,0.4,98.44613157894737,87.13839748677249,91.79408086932446,22.406,336.81733333333335,213.4169
63,RUS,Mercedes,3.0,8.0,Finished,2023,Las Vegas,21,Race,True,8.666666666666666,7.4,0.2,98.2568717948718,87.90501783824641,90.0784706395229,21.616999999999997,338.08866666666665,213.87574999999998
14,ALO,Aston Martin,9.0,9.0,Finished,2023,Las Vegas,21,Race,True,12.333333333333334,10.2,0.4,98.943075,88.26725813694793,90.27719838866226,26.2885,340.0325,214.51736666666665
81,PIA,McLaren,18.0,10.0,Finished,2023,Las Vegas,21,Race,True,13.0,8.8,0.2,98.10697297297297,88.0345248655914,89.86793014134216,21.9525,,
10,GAS,Alpine,4.0,11.0,Finished,2023,Las Vegas,21,Race,True,8.0,9.2,0.0,98.76521052631578,87.783034375,90.094165625,22.344,340.03458333333333,215.14178333333334
23,ALB,Williams,5.0,12.0,Finished,2023,Las Vegas,21,Race,True,12.333333333333334,13.2,0.4,99.0451052631579,92.09430802358709,95.51762299597043,21.39,226.41,152.0443
20,MAG,Haas F1 Team,8.0,13.0,Finished,2023,Las Vegas,21,Race,True,17.0,16.0,0.4,99.2546842105263,92.45327031760716,95.43868494188703,21.7025,,
3,RIC,AlphaTauri,14.0,14.0,Finished,2023,Las Vegas,21,Race,True,11.666666666666666,12.8,0.0,99.55371794871795,87.69206116402115,92.32465599665832,22.234,353.1481666666666,220.9232
24,ZHO,Alfa Romeo,17.0,15.0,Finished,2023,Las Vegas,21,Race,True,14.666666666666666,13.2,0.2,99.67880487804878,88.60793061827957,90.71304503763442,22.172,379.95533333333333,239.68540000000002
2,SAR,Williams,6.0,16.0,Finished,2023,Las Vegas,21,Race,True,12.333333333333334,14.4,0.6,99.30284210526315,88.23910636176129,90.97401669061998,21.406,,
77,BOT,Alfa Romeo,7.0,17.0,Finished,2023,Las Vegas,21,Race,True,14.333333333333334,14.2,0.4,100.75955263157894,88.47071125824067,95.37996588537916,21.484,379.7292777777778,244.6426
22,TSU,AlphaTauri,20.0,18.0,Retired,2023,Las Vegas,21,Race,False,9.666666666666666,11.2,0.0,100.03412121212122,87.8126923611111,90.3651921104336,20.765,339.9543888888889,214.12143333333333
27,HUL,Haas F1 Team,13.0,19.0,Retired,2023,Las Vegas,21,Race,False,12.0,13.2,0.0,99.46929411764707,88.30452440003779,90.50860554911358,23.929000000000002,340.9635,215.7185
4,NOR,McLaren,15.0,20.0,Retired,2023,Las Vegas,21,Race,False,3.0,2.8,0.0,,,,,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Abu Dhabi,22,Race,True,1.0,1.0,0.0,89.20178846153847,85.52910424933862,89.03412988377087,21.39,269.64875,172.40165
16,LEC,Ferrari,2.0,2.0,Finished,2023,Abu Dhabi,22,Race,True,8.333333333333334,10.0,0.4,89.49408,94.40665091299678,93.85380824243911,21.609,220.99349999999995,142.7578
63,RUS,Mercedes,4.0,3.0,Finished,2023,Abu Dhabi,22,Race,True,9.666666666666666,7.6,0.2,89.53575000000001,86.74644176987034,89.95220778919494,21.9605,337.2136666666666,213.41475
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,Abu Dhabi,22,Race,True,9.0,8.2,0.2,89.43871153846155,91.98500174796749,92.94222706504065,21.367,,
4,NOR,McLaren,5.0,5.0,Finished,2023,Abu Dhabi,22,Race,True,9.0,6.4,0.2,89.57343999999999,87.38733961640212,89.41292345976375,22.835500000000003,271.93705555555556,173.40320000000003
81,PIA,McLaren,3.0,6.0,Finished,2023,Abu Dhabi,22,Race,True,10.666666666666666,10.2,0.2,89.7513725490196,86.35747418991572,89.86805496849489,21.3825,353.59349999999995,
14,ALO,Aston Martin,7.0,7.0,Finished,2023,Abu Dhabi,22,Race,True,10.0,10.4,0.4,89.80684615384615,87.10154329954956,90.31705624580512,22.0775,340.45950000000005,214.95946666666669
22,TSU,AlphaTauri,6.0,8.0,Finished,2023,Abu Dhabi,22,Race,True,13.0,12.4,0.2,90.27107692307692,87.07795498737374,90.5035285479798,21.437,338.8761666666666,213.66823333333332
44,HAM,Mercedes,11.0,9.0,Finished,2023,Abu Dhabi,22,Race,True,5.666666666666667,11.0,0.4,89.88073076923077,86.17783023531051,91.61581829622506,22.109,336.0233333333333,211.28100000000003
18,STR,Aston Martin,13.0,10.0,Finished,2023,Abu Dhabi,22,Race,True,9.0,9.0,0.2,90.12245098039216,86.75034717261904,90.24893786878881,21.734499999999997,339.33966666666663,214.14279999999994
3,RIC,AlphaTauri,15.0,11.0,Finished,2023,Abu Dhabi,22,Race,True,11.333333333333334,13.0,0.0,90.03282692307693,86.46159381359382,95.23193291973523,21.703,352.0858333333333,220.9529
31,OCO,Alpine,12.0,12.0,Finished,2023,Abu Dhabi,22,Race,True,8.0,9.8,0.2,90.66396363636363,86.58796225631369,91.00742083204906,22.047,516.6737333333334,
10,GAS,Alpine,10.0,13.0,Finished,2023,Abu Dhabi,22,Race,True,9.666666666666666,9.4,0.0,90.33396078431373,86.64697121710526,90.09000773026317,23.241999999999997,339.3449166666667,214.71548333333334
23,ALB,Williams,14.0,14.0,Finished,2023,Abu Dhabi,22,Race,True,13.333333333333334,12.4,0.2,90.23102040816326,95.603040785725,95.16350586678382,22.0935,223.86566666666667,150.3317
27,HUL,Haas F1 Team,8.0,15.0,Finished,2023,Abu Dhabi,22,Race,True,14.666666666666666,14.2,0.2,90.53676923076924,87.21021427598816,90.63776437264299,22.0155,340.43216666666666,215.81170000000003
2,SAR,Williams,20.0,16.0,Finished,2023,Abu Dhabi,22,Race,True,14.333333333333334,14.2,0.4,90.45666666666666,87.06601373018232,90.74201844500594,22.038,340.51933333333335,
24,ZHO,Alfa Romeo,19.0,17.0,Finished,2023,Abu Dhabi,22,Race,True,15.333333333333334,13.6,0.2,90.5510576923077,87.4601789109625,90.7924393465775,22.5935,378.945,238.18146666666667
55,SAI,Ferrari,16.0,18.0,Retired,2023,Abu Dhabi,22,Race,False,5.333333333333333,7.8,0.2,90.50458,86.23177885687123,91.73569840503183,21.414,337.2228333333333,211.7022
77,BOT,Alfa Romeo,18.0,19.0,Lapped,2023,Abu Dhabi,22,Race,True,16.0,13.6,0.2,91.25101851851852,87.7168431811853,90.98087641169496,22.625,378.5836111111111,238.02389999999997
20,MAG,Haas F1 Team,17.0,20.0,Lapped,2023,Abu Dhabi,22,Race,True,16.666666666666668,15.6,0.4,90.87155769230769,95.78885299771167,95.1888180802886,22.703,,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Bahrain,1,Race,True,1.0,1.0,0.0,95.68305882352942,87.69269511217949,89.42687906544029,24.653,137.4514166666667,170.94225
11,PER,Red Bull Racing,5.0,2.0,Finished,2024,Bahrain,1,Race,True,3.6666666666666665,7.0,0.2,96.03984615384616,87.910992260788,90.77023603939963,24.458,139.61941666666664,
55,SAI,Ferrari,4.0,3.0,Finished,2024,Bahrain,1,Race,True,10.0,7.4,0.2,96.10307692307691,88.5922195020325,90.17605531412275,24.232999999999997,138.10916666666665,211.36169999999998
16,LEC,Ferrari,2.0,4.0,Finished,2024,Bahrain,1,Race,True,8.0,9.4,0.4,96.34117647058822,90.18390887218045,92.11081959127633,24.0645,220.20183333333333,142.4907
63,RUS,Mercedes,3.0,5.0,Finished,2024,Bahrain,1,Race,True,8.666666666666666,7.4,0.2,96.47054901960783,88.39598277516136,90.30153506192221,24.857999999999997,137.79533333333328,211.56869999999998
4,NOR,McLaren,7.0,6.0,Finished,2024,Bahrain,1,Race,True,9.0,6.8,0.2,96.42632653061226,83.37734342592593,87.82251843650793,24.455,271.62972222222226,173.297
44,HAM,Mercedes,9.0,7.0,Finished,2024,Bahrain,1,Race,True,8.0,9.0,0.2,96.50626,88.42107911605937,89.94841096169912,24.5915,137.553,210.9934
81,PIA,McLaren,8.0,8.0,Finished,2024,Bahrain,1,Race,True,10.0,11.0,0.2,96.61026530612246,88.0437442062556,90.39238402375335,25.105,153.57616666666664,
14,ALO,Aston Martin,6.0,9.0,Finished,2024,Bahrain,1,Race,True,6.333333333333333,10.6,0.4,96.93990384615384,88.41627580128205,90.71033911293799,24.9615,139.03316666666672,213.6927
18,STR,Aston Martin,12.0,10.0,Finished,2024,Bahrain,1,Race,True,6.666666666666667,8.8,0.2,97.12436538461537,88.42642011846404,90.49355849964986,24.387,137.86683333333332,212.78659999999996
24,ZHO,Kick Sauber,17.0,11.0,Lapped,2024,Bahrain,1,Race,True,16.333333333333332,15.2,0.2,97.40729411764706,89.21155835678549,91.21073088503904,25.061999999999998,177.7325,236.9263
20,MAG,Haas F1 Team,15.0,12.0,Lapped,2024,Bahrain,1,Race,True,17.0,16.8,0.4,97.46507843137255,91.70522730094467,93.49721057113109,25.226999999999997,,
3,RIC,RB,14.0,13.0,Lapped,2024,Bahrain,1,Race,True,12.666666666666666,12.0,0.0,97.4316875,88.57379538054539,90.53254567277166,24.68,152.743,220.6763
22,TSU,RB,11.0,14.0,Lapped,2024,Bahrain,1,Race,True,11.666666666666666,11.0,0.2,97.44420408163265,88.86009729506605,90.7486550437063,24.6355,138.00466666666668,212.41303333333335
23,ALB,Williams,13.0,15.0,Lapped,2024,Bahrain,1,Race,True,15.0,12.6,0.2,97.57418367346939,91.39639573659423,93.1118099484165,24.7305,223.1001666666667,144.54270000000002
27,HUL,Haas F1 Team,10.0,16.0,Lapped,2024,Bahrain,1,Race,True,15.333333333333334,14.0,0.2,96.85468,88.93979360291125,90.98392730970593,28.503,140.62583333333336,213.767
31,OCO,Alpine,19.0,17.0,Lapped,2024,Bahrain,1,Race,True,8.666666666666666,10.8,0.2,97.81072549019608,88.4224709684349,91.50017008106094,24.9105,115.2124,
10,GAS,Alpine,20.0,18.0,Lapped,2024,Bahrain,1,Race,True,10.333333333333334,9.6,0.0,97.33366666666666,88.4046404368765,90.48965488712591,28.169,139.05441666666667,213.13795
77,BOT,Kick Sauber,16.0,19.0,Lapped,2024,Bahrain,1,Race,True,17.333333333333332,15.8,0.2,97.71945098039215,89.72968533286077,91.48454098496389,50.7585,177.27744444444446,236.65936666666667
2,SAR,Williams,18.0,20.0,Lapped,2024,Bahrain,1,Race,True,14.333333333333334,13.8,0.2,97.56464583333333,88.8458574213311,90.89536557144272,28.765666666666664,139.2545,
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Saudi Arabian,2,Race,True,1.0,1.0,0.0,92.93375555555556,94.18694909502263,88.29443200661674,20.668,23.350166666666667,170.99785
11,PER,Red Bull Racing,3.0,2.0,Finished,2024,Saudi Arabian,2,Race,True,3.0,6.6,0.2,93.12639130434783,94.46998264540338,92.28671258724202,22.243,24.480500000000003,
16,LEC,Ferrari,2.0,3.0,Finished,2024,Saudi Arabian,2,Race,True,2.6666666666666665,6.2,0.2,93.37708695652172,94.53901531475748,93.81104184191571,23.374,22.7765,141.7308
81,PIA,McLaren,5.0,4.0,Finished,2024,Saudi Arabian,2,Race,True,8.0,9.2,0.0,93.63429545454545,94.82287027603836,89.08681208497785,21.379,22.813333333333333,221.45359999999997
14,ALO,Aston Martin,4.0,5.0,Finished,2024,Saudi Arabian,2,Race,True,8.333333333333334,9.2,0.2,93.76917391304347,95.22994166666666,89.61027597972972,22.24,24.442500000000038,213.6835
